date,actual_range,pred_range_ensemble,pred_range_sim,pred_range_naive,pred_bucket,actual_bucket,danger_prob,action,is_danger,pred_danger
2023-08-21,0.010786981654140831,0.009870186865062048,0.011634114531808997,0.010704553405387332,NORMAL,NORMAL,0.15095653759495897,TRADE,False,False
2023-08-22,0.008112643902041231,0.009144463129503344,0.008122698464473136,0.010786981654140831,NORMAL,NORMAL,0.09899953675141322,TRADE,False,False
2023-08-23,0.010631328984360231,0.009871310842313656,0.009556497768389186,0.008112643902041231,NORMAL,NORMAL,0.14714438713423403,TRADE,False,False
2023-08-24,0.018573968162759587,0.008502599731036151,0.007354857719706202,0.010631328984360231,NORMAL,DANGER,0.05465032971131911,TRADE,True,False
2023-08-25,0.014163731552064317,0.011345311688348507,0.012782586043701236,0.018573968162759587,NORMAL,VOLATILE,0.24425043320850562,TRADE,False,False
2023-08-28,0.005553509578561564,0.007809344012916822,0.006931685783686833,0.014163731552064317,NORMAL,CALM,0.0,TRADE,False,False
2023-08-29,0.015444137386498231,0.008522079900162358,0.007428891912261574,0.005553509578561564,NORMAL,VOLATILE,0.050446446680166825,TRADE,True,False
2023-08-30,0.00623508446028511,0.007772563124393916,0.007082478956028392,0.015444137386498231,NORMAL,CALM,0.0,TRADE,False,False
2023-08-31,0.005505854536518602,0.007739566684264952,0.005700979880759495,0.00623508446028511,NORMAL,CALM,0.0,TRADE,False,False
2023-09-01,0.008806780558866294,0.0077296723445474886,0.0065882025572767105,0.005505854536518602,NORMAL,NORMAL,0.0,TRADE,False,False
2023-09-05,0.0040531611552839086,0.007739757642088171,0.006771752819594681,0.008806780558866294,NORMAL,CALM,0.0,TRADE,False,False
